Dataset
N2 1 on food R_2011_06_01__12_21_58___1___2
N2 4 on food L_2011_05_26__12_16___3___2
N2 on food R_2012_10_04__10_20_03___4___4
N2 on food R_2012_10_04__10_44_25___5___5
N2 on food R_2012_10_23__09_44_18___4___2
N2 on food R_2012_10_26__14_01_35___5___1
N2 on food R_2012_10_31__12_38_12___4___9
N2 on food R_2012_11_08__10_14_09___5___1
N2 on food R_2012_11_08__11_49_47___4___6
N2 on food R_2012_11_09__15_21_17___5___1
N2 on food R_2013_03_21__12_12_17___4___5
N2 on food R_2013_03_21__12_32_20___5___6
N2 on food R_2013_04_25__10_11_23___4___1
N2 on food R_2014_12_08__11_39_46___4___2
N2 on food R_2015_02_13__15_40_06___4___3
N2 on food R_2015_02_18__12_50_05___4___6
N2 on food R_2015_07_02__17_47_05___5___6
N2 on food R_2015_07_09__15_57_54___4___1
N2 on food R_2015_08_20__16_24_20___4___3
N2 on food R_2015_09_04__13_12_52___4___5
N2 on food R_2015_10_01__12_42_02___5___6
N2 on food R_2015_10_15__12_19_59___4___2
N2 on food R_2015_11_12__16_00_17___4___2
N2 on food R_2015_11_13__14_49_19___4___1
N2 on food R_2016_01_20__15_23_22___4___2
N2 on food R_2016_02_05__12_50_05___4___4
N2 on food R_2016_02_18__15_35_41___4___4
N2 on food R_2016_02_19__14_30_00___4___1
N2 on food L_2010_07_23__10_14_42___6___1
N2 on food L_2010_09_16__11_25_54___6___1
N2 on food L_2010_09_23__10_55_40___6___1
N2 on food L_2010_09_24__11_16_10___6___1
N2 on food L_2010_10_15__11_06_11___6___1
N2 on food L_2010_10_15__13_04_02___6___7
N2 on food L_2010_10_15__14_57_45___6___8
N2 on food L_2010_10_28__12_57_35___6___7
N2 on food L_2011_02_04__11_46_47___6___4
N2 on food L_2011_03_03__16_54_56___8___12
N2 on food L_2011_03_28__15_46_49___8___7
N2 on food L_2011_05_19__13_00_44___6___7
N2 on food L_2011_06_07__11_19_40___2___3
N2 on food L_2011_06_14__12_12_38___7___5
N2 on food L_2011_06_14__12_55_02__7
N2 on food L_2011_08_24__12_42_20___6___9
N2 on food L_2011_09_06__12_29_13___2___3
N2 on food L_2011_09_13__11_39_17___2___2
N2 on food L_2011_09_15__12_59_41___6___6
N2 on food L_2011_10_21__10_22_30___7___1
N2 on food L_2012_03_15__09_31_09___1___1
N2 on food L_2012_08_30__11_09_14___5___1
N2 on food L_2012_09_04__10_56_53___5___3
N2 on food L_2012_10_26__15_35_06___4___6
N2 on food L_2014_12_11__12_20_01___4___3
N2 on food L_2015_07_02__16_05_07___4___1
N2 on food L_2015_07_07__16_30_05___4___4
N2 on food L_2015_10_23__13_48_35___4___8
N2 on food L_2016_01_26__13_10_13___4___4
N2 on food L_2016_02_23__12_00_36___4___3
N2 on food R_2010_08_03__10_15_45___6___1
N2 on food R_2010_09_09__10_05_31___6___1
N2 on food R_2010_11_04__12_37_36___6___7
N2 on food R_2011_02_08__11_58_04___6___4
N2 on food R_2011_05_17__11_30_54___6___3
N2 on food R_2011_06_09__11_53_23___7___5
N2 on food R_2011_08_11__12_40_30___6___9
N2 on food R_2011_08_24__10_02_48___8___1
N2 on food R_2011_10_18__13_06_31___6___6
N2 on food R_2012_03_08__11_50_49___1___1
N2 on food R_2012_08_03__12_20_52___4___8
N2 on food R_2012_08_30__15_06_46___5___9
N2 on food R_2012_08_31__11_49_32___5___5
N2 on food R_2012_09_25__10_59_36___5___2
N2 on food R_2012_09_27__13_24_42___4___8
N2 on food R_2012_10_25__11_11_27___5___1
N2 on food R_2012_11_09__16_34_32___4___5
N2 on food R_2013_02_28__12_28_28___5___5
N2 on food R_2013_03_26__10_08_36___4___4
N2 on food R_2014_12_05__13_02_16___4___3
N2 on food R_2014_12_09__10_59_38___4___1
N2 on food R_2015_02_06__12_11_58___4___3
N2 on food R_2015_03_20__12_05_12___4___6
N2 on food R_2015_07_10__15_50_40___4___4
N2 on food R_2015_09_09__11_35_33___4___3
N2 on food R_2015_10_01__13_21_24___4___8
N2 on food R_2015_11_06__13_59_50___4___8
N2 on food R_2016_01_15__16_20_59___4___1
N2 on food R_2016_01_29__13_22_59___4___4
N2 on food R_2016_02_03__12_11_09___4___4
N2 on food R_2016_02_09__15_18_21___4___3
n2 on food L_2015_09_02__15_43_39___4___4
C11D2.6 (gk9)IV on food L_2011_08_25__15_00_38___6___7
C11D2.6 (gk9)IV on food L_2011_09_02__15_10_30___6___1
C11D2.6 (gk9)IV on food L_2012_03_15__11_53_40___1___8
daunc-116 (e2310)III on food L_2010_07_29__14_56_27___6___8
nca-1 (gk9) nca-2 (gk5) nRHO-1 QT309 on food L_2011_11_10__11_57_39___6___6
nca-1 (gk9) nca-2 (gk5) nRHO-1 QT309 on food L_2011_11_11__12_35_06___6___2
nca-1 (gk9) nca-2 (gk5) nRHO-1 QT309 on food R_2011_11_09__12_23___4___7
nca-1 (gk9) nca-2 (gk5) on food L_2011_10_13__12_36_30___8___4
nca-1 (gk9) nca-2 (gk5) on food R_2011_10_18__15_22_59___8___9
nca-1 (gk9) nRHO-1 QT309 on food L_2011_11_04__10_49_58___7___4
nca-1 (gk9) nRHO-1 QT309 on food R_2011_11_04__10_25___4___3
nca-1 (gk9) nRHO-1 QT309 on food R_2011_11_04__11_23_02___1___6
nca-1 (gk9)IV nca-2 (gk5) on food L_2011_10_06__11_36_58___7___3
nca-2 (gk5) nRHO-1 QT309 on food L_2011_11_11__12_56_32___8___3
nca-2 (gk5) nRHO-1 QT309 on food R_2011_11_09__12_00_28___1___6
nca-2 (gk5) nRHO-1 QT309 on food R_2011_11_10__10_39_27__2
nRHO-1 (QT309) on food R_2011_10_04__16_24_44___2___7
nRHO-1 (QT309) on food R_2011_10_13__11_51_36___2___2
nRHO-1 (QT309) on food R_2011_10_13__15_00_03___7___8
unc-1 (e1598)X on food L_2010_04_13__16_17_42___6___16
unc-1 (e1598)X on food R_2010_04_13__16_19_53__16
unc-1 (e1598)Xon food L_2010_04_13__16_17_33___2___16
unc-1 (e94)X on food R_2011_10_04__12_15_34___6___1
unc-1 (e94)X on food R_2011_10_06__15_59_32___6___9
unc-1 (e94)X on food R_2011_10_13__13_01_53___6___6
unc-10 (ad1117) on food L_2009_12_09__11_15_08___1___3
unc-10 (ad1117) on food L_2009_12_09__11_16_20___4___3
unc-10 (ad1117) on food L_2009_12_11__14_32_15___6___5
unc-10 (e102)X on food R_2011_09_06__11_49___4___1
unc-10 (e102)X on food R_2011_09_06__12_29_52___6___3
unc-10 (e102)X on food R_2011_09_22__13_32_21___6___8
unc-101 (m1)I on food R_2010_04_13__10_46_30__2
unc-101 (m1)I on food R_2010_04_15__12_27_18___1___8
unc-101 (m1)I on food R_2010_04_15__12_30_31__8
unc-103 (e1597)II on food L_2010_09_16__12_06_18___6___3
unc-103 (e1597)V on food L_2010_08_20__13_14_59___6___10
unc-103 (e1957)II on food R_2010_09_16__12_06_38___4___3
unc-104 (e1265)III on food L_2011_10_18__11_47_35___6___2
unc-104 (e1265)III on food L_2011_10_21__11_39_45___6___5
unc-104 (e1265)III on food L_2011_11_09__11_42___4___5
unc-105 (ok1432) on food L_2010_04_09__13_02_03___6___8
unc-105 (ok1432) on food L_2010_07_06__11_44_46___6___6
unc-105 (ok1432) on food R_2010_07_08__11_04_01___6___4
unc-108 (n501)I on food L_2009_12_11__15_35_02___6___7
unc-108 (n501gf)I on food L_2009_12_11__15_53_56___6___8
unc-108 (n510)I on food L_2009_12_09__14_55_24___4___10
unc-108 (n777)I on food L_2009_12_09__15_18_24___4___11
unc-108 (n777)I on food R_2009_12_10__14_42_34___6___11
unc-108 (n777)I on food R_2009_12_11__16_12_29___1___10
unc-115 (mn481)X on food L_2010_09_24__12_18_40___7___4
unc-115 (mn481)X on food R_2010_08_19__16_03_30___1___11
unc115 (mn481)X on food R_2010_09_24__12_18_10___8___4
unc-116 (e2310)III on food L_2010_07_27__10_44_51___6___2
unc-116 (e2310)III on food R_2010_12_14__11_41___3___2
unc-118 (e2331)X on food L_2010_04_13__12_45_12___6___8
unc-118 (e2331)X on food R_2010_04_14__10_39_42___4___3
unc-118 (e2331)X on food R_2010_04_14__10_41_25__3
unc-122 (e2520)I on food L_2010_04_14__12_58_41___4___9
unc-122 (e2520)I on food L_2010_04_14__13_00_03__10
unc-122 (e25200I on food L_2010_04_13__14_40_16___4___11
unc-127 (hs13)V on food L_2010_04_14__10_20_12___7___2
unc-127 (hs13)V on food R_2010_04_09__12_03_29___1___6
unc-127 (hs13)V on food R_2010_04_14__10_18_17___2___2
unc-14 (e57)I on food L_2009_12_09__16_18_24___4___11
unc-14 (e57)I on food R_2009_12_09__16_18_01___2___14
unc-14 (e57)I on food R_2009_12_10__16_10___3___15
unc-16 (e109) on food L_2009_12_09__11_52_59___1___5
unc-16 (e109) on food L_2009_12_09__11_54_10___4___5
unc-16 (e109) on food L_2009_12_11__12_23_10___7___2
unc-17 (e245)IV on food L_2010_04_14__15_21_26__13
unc-17 (e245)IV on food R_2010_04_14__15_20_11___7___14
unc-17 (e245)IV on food R_2010_04_16__11_21_10__4
unc-18 (e81)X on food L_2012_03_08__13_10_06___1___5
unc-18 (e81)X on food R_2011_08_09__11_51_10___6___5
unc-18 (e81)X on food R_2012_03_08__12_12_05___6___2
unc-2 (gk3206)X on food R_2012_03_15__09_37_36___7___1
unc-2 (gk366)X on food R_2011_09_22__16_20___4___11
unc-2 (ok3206)X on food R_2012_03_15__09_57_20___8___2
unc-2 (ox106) on food L_2010_04_13__15_18_27___4___13
unc-2 (ox106) on food R_2010_04_13__15_17_54___2___13
unc-2 (ox106) on food R_2010_04_13__15_19_49___7___13
unc-26 (m2)IV on food L_2010_04_16__11_00_22__3
unc-26 (m2)IV on food R_2010_04_16__11_59_36__6
unc-26 (m2)IV on food R_2010_04_16__15_11_52__12
unc-29 (e193) on food L_2009_12_17__16_12_52___6___10
unc-29 (e193) on food R_2009_12_15__11_03_32___6___3
unc-29 (e193)I on food L_2009_12_14__15_09_12___6___10
unc-3 (e151)X on food L_2011_10_18__11_51_10___7___2
unc-3 (e151)X on food L_2011_10_21__12_41_02__7
unc-3 (e151)X on food R_2011_10_21__12_18___4___7
unc-30 (e191 )IV on food L_2011_10_21__11_01_14__3
unc-30 (e191)IV on food R_2011_10_21__10_38___4___2
unc-30 (e191)IV on food R_2011_11_09__10_22_08___2___1
unc-31 (e169) on food L_2009_12_09__11_33_42___1___4
unc-31 (e169) on food L_2009_12_11__12_42___3___3
unc-31 (e169) on food R_2009_12_09__11_34_32___4___4
unc-32 (e189) on food L_2009_12_10__15_43_02___2___14
unc-32 (e189) on food R_2009_12_09__15_58_14___4___10
unc-32 (e189) on food R_2009_12_11__16_53_17___6___11
unc-34 (e566)V on food L_2010_08_20__11_35_34___6___5
unc-34 on food L_2010_09_17__12_35_37___6___4
unc-34 on food R_2010_08_06__13_14_40___6___8
unc-37 (e2126)I on food L_2010_04_13__14_58_40___6___12
unc-37 (e2126)i on food L_2010_04_13__15_00_29___7___12
unc-37 (e2621)I on food L_2010_04_13__14_57_39___1___12
unc-38 (e264)I on food L_2011_08_11__10_02_20___8___1
unc-38 (e264)I on food L_2011_08_11__12_04_15__7
unc-38 (e264)I on food R_2011_09_06__16_47_06___1___10
unc-4 (e120)III on food L_2010_09_16__12_46_11___6___5
unc-4 (e120)III on food R_2010_08_06__15_01_04___6___9
unc-4 (e120)III on food R_2010_09_17__12_57_16___6___5
unc-4 (gk705)II on food L_2011_09_13__13_39_11___6___8
unc-4 (gk705)II on food L_2011_09_13__15_39_57___6___9
unc-4 (gk705)II on food L_2011_09_15__12_20_26___6___4
unc-40 (n324)I on food L_2010_04_15__11_28_58___1___5
unc-40 (n324)I on food R_2010_04_13__13_02_48___1___9
unc-40 (n324)I on food R_2010_04_15__11_32_26__5
unc-42 (e270) on food L_2010_08_19__12_54_32___6___8
unc-42 (e270)I on food R_2010_08_03__11_36_26___6___5
unc-42 (e270)I on food R_2010_08_06__11_15_27___6___2
unc-43 (e755)IV on food L_2010_08_06__15_20_37___6___10
unc-43 (e755)IV on food R_2010_08_19__15_46_35___6___10
unc-43 (e755)IV on food R_2010_09_16__12_26_00___6___4
unc-44 (e1197) on food L_2010_04_16__11_40_30__5
unc-44 (e1197) on food R_2010_04_15__11_51_18__6
unc-44 (e1197) on food R_2010_04_16__14_50_46__11
unc-55 (e402)I on food L_2011_10_18__15_40_07___6___10
unc-55 (e402)I on food R_2011_10_21__10_38_33___6___2
unc-55 (e402)I on food R_2011_11_04__10_25_54___6___2
unc-60 (e723)V on food L_2010_04_13__15_57_54___2___15
unc-60 (e723)V on food R_2010_04_13__15_56_59___1___15
unc-60 (e723)V on food R_2010_04_13__16_00_11__15
unc-69 (e587) on food L_2010_04_14__14_39_02___4___10
unc-69 (e587) on food L_2010_04_14__14_40_45__11
unc-69 (e587) on food R_2010_04_16__12_20_55__7
unc-7 (cb5) on food L_2010_09_09__11_28_23___7___5
unc-7 (cb5) on food L_2010_09_09__12_03_34___1___7
unc-7 (cb5) on food L_2010_09_09__12_25_30___2___8
unc-75 (e950)I on food R_2010_09_23__11_55_46___4___4
unc-75 (e950)I on food R_2010_09_23__11_57_14___8___4
unc-75 (e950)I on food R_2010_09_23__11_57_47___7___4
unc-76 (e911)V on food R_2011_09_22__16_20_43___6___11
unc-76 (e911)V on food R_2012_03_15__10_14_43___6___3
unc-76 (e911)V on food R_2012_03_15__11_11_29___1___6
unc-77 (e265)IV on food R_2011_09_06__16_53_11___7___10
unc-77 (e625)IV on food R_2011_09_06__16_29_55___2___9
unc-77 (e625)IV on food R_2011_09_20__15_19___4___8
unc-79 (e1068) nRHO-1 G14V on food L_2012_02_09__11_45_40___1___4
unc-79 (e1068) nRHO-1 G14V on food R_2012_02_09__10_57_44__2
unc-79 (e1068) nRHO-1 G14V on food R_2012_02_09__11_48_24___6___4
unc-79 (e1068)III on food L_2011_10_06__11_53_41___6___4
unc-79 (e1068)III on food L_2011_10_13__15_50_37___6___10
unc-79 (e1068)III on food R_2011_10_04__12_55_16___6___3
unc-8 (e15)I on food L_2011_10_21__11_21_25___7___4
unc-8 (e15)I on food R_2011_10_21__10_18___4___1
unc-8 (e151)I on food R_2011_10_18__11_50_28__2
unc-8 (e151b145) del-1 (ok150) on food L_2011_10_06__10_51_48___2___1
unc-8 (e151b145) del-1 (ok150) on food R_2011_10_04__13_22_18___8___4
unc-8 (e151b145) del-1 (ok150) on food R_2011_10_04__16_25___4___7
unc-8 (e151b145) on food L_2011_10_21__12_19_10___6___7
unc-8 (e151b145) on food R_2011_11_09__10_40_54___6___2
unc-8 (e151b145) on food R_2011_11_10__11_16_08___6___4
unc-8 rev on food L_2010_04_08__15_14_04___2___9
unc-8 rev on food L_2010_04_08__15_14_38___4___9
unc-8 rev on food R_2010_04_08__12_45_36___6___5
unc-80 (e1069) nRHO-1 G14V on food R_2012_02_09__12_13_57___6___5
unc-80 (e1069) nRHO-1 QT309 on food L_2011_11_09__11_20_55___6___4
unc-80 (e1069) nRHO-1 QT309 on food R_2011_11_11__12_52_52___2___3
unc-80 (e1069)V on food L_2012_03_08__11_53_01___4___1
unc-80 (e1069)V on food L_2012_03_08__13_30_47___1___6
unc-80 (e1069)V on food R_2012_03_08__12_33_07___6___3
unc-86 (e1416)III on food L_2010_08_06__12_16_54___8___5
unc-86 (e1416)III on food L_2010_08_19__16_24_01___1___12
unc-86 (e1416)III on food R_2010_09_24__11_55_23___2___3
unc-89 (e1460)I on food L_2010_04_13__12_06_36___8___6
unc-89 (e1460)I on food R_2010_04_13__12_04_08___1___6
unc-89 (e1460)I on food R_2010_04_14__11_41_49___7___7
unc-9 (e101) on food L_2011_09_13__11_39___4___2
unc-9 (e101) on food L_2011_09_20__11_20_57___6___1
unc-9 (e101) on food R_2011_09_13__12_20_10___6___4
unc-98 (st85)I on food R_2010_04_13__11_46_20___7___5
unc-98 (st85)I on food R_2010_04_13__11_46_42__5
unc-98 (st85)I on food R_2010_04_15__11_08_42___1___4
unc-98 (su130)X on food L_2011_02_04__12_50_46___6___7
unc-98 (su130)X on food R_2010_08_05__12_46_38___6___7
unc-98 (su130)X on food R_2010_08_19__12_15_35___6___6
